"ID","worktype","composer","display title",
"mc000036","musical composition","Chopin","Prelude in G# minor, Op. 28, No. 12",
"mc000204","musical composition","Chopin","Waltz in A minor, Op. 34, No. 2",
"mc000486","musical composition","Chopin","Waltz in Ab major","mc000206, mc000209, mc000213"
"mc000206","musical composition","Chopin","Waltz in Ab major, Op. 34, No. 1",
"mc000209","musical composition","Chopin","Waltz in Ab major, Op. 42",
"mc000213","musical composition","Chopin","Waltz in Ab major, Op. 64, No. 3",
"mc000207","musical composition","Chopin","Waltz in Ab major, Op. 69, No. 1 (""L'Adieu"")",
"mc000201","musical composition","Chopin","Waltz in B minor, Op. 69, No. 2",
"mc000212","musical composition","Chopin","Waltz in C# minor, Op. 64, No. 2",
"mc000211","musical composition","Chopin","Waltz in Db major, Op. 64, No. 1 (""Minute"")",
"mc000202","musical composition","Chopin","Waltz in Db major, Op. 70, No. 3",
"mc000372","musical composition","Chopin","Waltz in E minor, Op. --, Brown No. 56",
"mc000203","musical composition","Chopin","Waltz in Eb major, Op. 18",
"mc000208","musical composition","Chopin","Waltz in F major, Op. 34, No. 3",
"mc000210","musical composition","Chopin","Waltz in F minor, Op. 70, No. 2",
"mc000205","musical composition","Chopin","Waltz in Gb major, Op. 70, No. 1",
"mc000581","musical composition","Clementi","Préludes, Exercises, National Airs and Variations, Op. 43 [= appx to 5th edn of Introduction to the Art of Playing on the Piano Forte, Op. 42]",
"mc000678","musical composition","Franck, César","Violin Sonata in A major, Op. 8",
"mc000708","musical composition","Georg Handel","Israel in Egypt (oratorio)",
"mc000707","musical composition","Georg Handel","Samson (oratorio)",
"mc000736","musical composition","Georg Handel","Te Deum in D major (""Dettingen)""",
"mc000515","musical composition","Franz Josef Haydn","Die Schöpfung (Creation), Hob. XXI/2",
"mc000526","musical composition","Franz Josef Haydn","Piano Sonata in Eb major","mc000524, mc000525"
"mc000524","musical composition","Franz Josef Haydn","Piano Sonata in Eb major, H. XVI/49",
"mc000525","musical composition","Franz Josef Haydn","Piano Sonata in Eb major, H. XVI/52",
"mc000498","musical composition","Franz Josef Haydn","String Quartet in C major, Op. 76, No. 3, Hob III/77 (""Emperor"")",
"mc000504","musical composition","Franz Josef Haydn","String Quartet in D minor, Op. 76, No. 2, Hob. III/76 (""Fifths"")",
"mc000458","musical composition","Franz Josef Haydn","Symphony in G minor, Op. 83 (""La poule"")",
"mc000444","musical composition","Franz Josef Haydn","Symphony No. 100 in G major (""Military"")",
"mc000445","musical composition","Franz Josef Haydn","Symphony No. 101 in D major (""The Clock"")",
"mc000446","musical composition","Franz Josef Haydn","Symphony No. 102 in B-flat major",
"mc000447","musical composition","Franz Josef Haydn","Symphony No. 103 in E-flat major (""Drumroll"")",
"mc000448","musical composition","Franz Josef Haydn","Symphony No. 104 in D major (""Salomon"")",
"mc000449","musical composition","Franz Josef Haydn","Symphony No. 94 in G major (""Surprise"")",
"mc000487","musical composition","Korngold, Erich Wolfgang","Die Tote Stadt, Op. 12",
"mc000675","musical composition","Korngold, Erich Wolfgang","Piano Quintet in E major, Op. 15",
"mc000636","musical composition","Liszt","""Angelus!,"" Années de pèlerinage III, No. 1",
"mc000635","musical composition","Liszt","""Après une lecture de Dante,"" Années de pèlerinage II, No. 7",
"mc000623","musical composition","Liszt","""Au bord d'une source,"" Années de pèlerinage I, No. 4",
"mc000621","musical composition","Liszt","""Au lac de Wallenstadt,"" Années de pèlerinage I, No. 2",
"mc000637","musical composition","Liszt","""Aux cyprès de la Villa d'Este (3/4),"" Années de pèlerinage III, No. 2",
"mc000638","musical composition","Liszt","""Aux cyprès de la Villa d'Este (4/4),"" Années de pèlerinage III, No. 3",
"mc000631","musical composition","Liszt","""Canzonetta del Salvator Rosa,"" Années de pèlerinage II, No. 3",
"mc000626","musical composition","Liszt","""Eglogue,"" Années de pèlerinage I, No. 7",
"mc000630","musical composition","Liszt","""Il penseroso,"" Années de pèlerinage II, No. 2",
"mc000620","musical composition","Liszt","""La chapelle de Guillaume Tell,"" Années de pèlerinage I, No. 1",
"mc000627","musical composition","Liszt","""Le mal du pays,"" Années de pèlerinage I, No. 8",
"mc000628","musical composition","Liszt","""Les cloches de Genève,"" Années de pèlerinage I, No. 9",
"mc000639","musical composition","Liszt","""Les jeux d'eau à la Villa d'Este,"" Années de pèlerinage III, No. 4",
"mc000641","musical composition","Liszt","""Marche funèbre,"" Années de pèlerinage III, No. 6",
"mc000624","musical composition","Liszt","""Orage,"" Années de pèlerinage I, No. 5",
"mc000622","musical composition","Liszt","""Pastorale,"" Années de pèlerinage I, No. 3",
"mc000633","musical composition","Liszt","""Sonetto 104 del Petrarca,"" Années de pèlerinage II, No. 5",
"mc000634","musical composition","Liszt","""Sonetto 123 del Petrarca,"" Années de pèlerinage II, No. 6",
"mc000632","musical composition","Liszt","""Sonetto 47 del Petrarca,"" Années de pèlerinage II, No. 4",
"mc000629","musical composition","Liszt","""Sposializio,"" Années de pèlerinage II, No. 1",
"mc000644","musical composition","Liszt","""St François d'Assise: la prédication aux oiseaux,"" [Vogelpredigt], Légendes, No. 1",
"mc000645","musical composition","Liszt","""St François de Paule marchant sur les flots,"" Légendes No. 2",
"mc000640","musical composition","Liszt","""Sunt lacrymae rerum,"" Années de pèlerinage III, No. 5",
"mc000642","musical composition","Liszt","""Sursum corda,"" Années de pèlerinage III, No. 7",
"mc000625","musical composition","Liszt","""Vallée d'Obermann,"" Années de pèlerinage I, No. 6",
"mc000618","musical composition","Liszt","Années de pèlerinage, deuxième année: Italie",
"mc000617","musical composition","Liszt","Années de pèlerinage, première année: Suisse",
"mc000619","musical composition","Liszt","Années de pèlerinage, troisième année",
"mc000643","musical composition","Liszt","Légendes",
"mc000651","musical composition","Liszt","Piano Concerto No. 1 in Eb major, S 124",
"mc000652","musical composition","Liszt","Piano Concerto No. 2 in A major, S 125",
"mc000615","musical composition","Liszt","Third Mephisto Waltz",
"mc000483","musical composition","Mendelssohn","""Altdeutsches Lied,"" Op. 57, No. 1",
"mc000730","musical composition","Mendelssohn","""Venezianisches Gondellied,"" Lieder ohne Worte, vol. I",
"mc000721","musical composition","Mendelssohn","Lieder ohne Worte",
"mc000722","musical composition","Mendelssohn","Lieder ohne Worte, vol. I, Op. 19",
"mc000723","musical composition","Mendelssohn","Lieder ohne Worte, vol. II, Op. 30",
"mc000724","musical composition","Mendelssohn","Lieder ohne Worte, vol. III, Op. 38",
"mc000725","musical composition","Mendelssohn","Lieder ohne Worte, vol. IV, Op. 53",
"mc000726","musical composition","Mendelssohn","Lieder ohne Worte, vol. V, Op. 62",
"mc000727","musical composition","Mendelssohn","Lieder ohne Worte, vol. VI, Op. 67",
"mc000728","musical composition","Mendelssohn","Lieder ohne Worte, vol. VII, Op. 85",
"mc000729","musical composition","Mendelssohn","Lieder ohne Worte, vol. VIII, Op. 102",
"mc000647","musical composition","Mendelssohn","Symphony No. 2 in Bb major, Op. 52 (""Lobgesang"")",
"mc000646","musical composition","Mendelssohn","Symphony No. 3 in A minor, Op. 56 (""Scottish"")",
"mc000648","musical composition","Mendelssohn","Symphony No. 4 in A major, Op. 90 (""Italian"")",
"mc000649","musical composition","Mendelssohn","Symphony No. 5 in D major, Op. 107 (""Reformation"")",
"mc000650","musical composition","Mendelssohn","Violin Concerto in E minor, Op. 64",
"mc000684","musical composition","W. A. Mozart","Cosí fan tutte (opera with libretto by Da Ponte)",
"mc000685","musical composition","W. A. Mozart","Don Giovanni (opera with libretto by Da Ponte)",
"mc000741","musical composition","W. A. Mozart","Fantasia in F minor for mechanical organ, K. 608.",
"mc000600","musical composition","W. A. Mozart","Fantasy in C minor, K. 396",
"mc000686","musical composition","W. A. Mozart","Le nozze die Figaro (opera with libretto by Da Ponte)",
"mc000361","musical composition","W. A. Mozart","Piano Concerto in A major, K. 488",
"mc000742","musical composition","W. A. Mozart","Piano Concerto in C minor, K. 491",
"mc000092","musical composition","W. A. Mozart","Piano Sonata in A major, K. 331",
"mc000090","musical composition","W. A. Mozart","Piano Sonata in A minor, K. 310",
"mc000084","musical composition","W. A. Mozart","Piano Sonata in Bb major, K. 281",
"mc000094","musical composition","W. A. Mozart","Piano Sonata in Bb major, K. 333",
"mc000099","musical composition","W. A. Mozart","Piano Sonata in Bb major, K. 570",
"mc000373","musical composition","W. A. Mozart","Piano Sonata in C major","mc000082, mc000088"
"mc000082","musical composition","W. A. Mozart","Piano Sonata in C major, K. 279",
"mc000088","musical composition","W. A. Mozart","Piano Sonata in C major, K. 309",
"mc000091","musical composition","W. A. Mozart","Piano Sonata in C major, K. 330",
"mc000097","musical composition","W. A. Mozart","Piano Sonata in C major, K. 545",
"mc000095","musical composition","W. A. Mozart","Piano Sonata in C minor, K. 457",
"mc000087","musical composition","W. A. Mozart","Piano Sonata in D major, K. 284",
"mc000089","musical composition","W. A. Mozart","Piano Sonata in D major, K. 311",
"mc000100","musical composition","W. A. Mozart","Piano Sonata in D major, K. 576",
"mc000085","musical composition","W. A. Mozart","Piano Sonata in Eb major, K. 282",
"mc000083","musical composition","W. A. Mozart","Piano Sonata in F major, K. 280",
"mc000093","musical composition","W. A. Mozart","Piano Sonata in F major, K. 332",
"mc000096","musical composition","W. A. Mozart","Piano Sonata in F major, K. 533",
"mc000098","musical composition","W. A. Mozart","Piano Sonata in F major, K. A135",
"mc000086","musical composition","W. A. Mozart","Piano Sonata in G major, K. 283",
"mc000360","musical composition","W. A. Mozart","Piano Trio in E major, K 542",
"mc000731","musical composition","W. A. Mozart","Requiem",
"mc000492","musical composition","W. A. Mozart","String Quartet in A major, K. 464",
"mc000491","musical composition","W. A. Mozart","String Quartet in Bb major, K. 458 (""Hunt"")",
"mc000496","musical composition","W. A. Mozart","String Quartet in Bb major, K. 589 (""Prussian"")",
"mc000493","musical composition","W. A. Mozart","String Quartet in C major, K. 465 (""Dissonance"")",
"mc000494","musical composition","W. A. Mozart","String Quartet in D major, K. 499 (""Hoffmeister"")",
"mc000495","musical composition","W. A. Mozart","String Quartet in D major, K. 575 (""Prussian"")",
"mc000489","musical composition","W. A. Mozart","String Quartet in D minor, K. 417b",
"mc000490","musical composition","W. A. Mozart","String Quartet in Eb major, K. 421b",
"mc000497","musical composition","W. A. Mozart","String Quartet in F major, K. 590 (""Prussian"")",
"mc000488","musical composition","W. A. Mozart","String Quartet in G major, K. 387",
"mc000441","musical composition","W. A. Mozart","Symphony No. 39 in E-flat major, K. 543",
"mc000440","musical composition","W. A. Mozart","Symphony No. 40 in G minor, K. 550",
"mc000439","musical composition","W. A. Mozart","Symphony No. 41 in C major (""Jupiter""), K. 551",
"mc000700","musical composition","Mussorgsky","Pictures from an Exhibition(1874)",
"mc000438","musical composition","Reger, Max","Piano Concerto in F minor, Op. 115",
"mc000508","musical composition","Reger, Max","String Quartet in F# minor, Op. 121",
"mc000701","musical composition","Reger, Max","Variations and Fugue on a Theme of J. S. Bach, Op. 81",
"mc000705","musical composition","Rossini","Il barbiere di Siviglia",
"mc000359","musical composition","Scarlatti, D.","Piano Sonata in B minor","mc000484, mc000485"
"mc000484","musical composition","Scarlatti, D.","Piano Sonata in B minor, K173/L447",
"mc000485","musical composition","Scarlatti, D.","Piano Sonata in B minor, K377/L263",
"mc000669","musical composition","Heinrich Schenker","Syrische Tänze für Pianoforte zu 4 Händen",
"mc000670","musical composition","Heinrich Schenker","Syrische Tänze für Pianoforte zu 4 Händen, arr. For orch. A. Schoenberg",
"mc000523","musical composition","Franz Schubert","""Ihr Bild,"" SchwanengesangNo. 9",
"mc000465","musical composition","Franz Schubert","Octet in F major, D 803",
"mc000715","musical composition","Franz Schubert","Piano Quintet in A major, D 667 (""Trout"")",
"mc000609","musical composition","Franz Schubert","Piano Sonata in A major, D 959",
"mc000604","musical composition","Franz Schubert","Piano Sonata in A minor, D 784, Op. 143",
"mc000605","musical composition","Franz Schubert","Piano Sonata in A minor, D 845, Op. 42",
"mc000616","musical composition","Franz Schubert","Piano Sonata in B major, D 575, Op. 147",
"mc000610","musical composition","Franz Schubert","Piano Sonata in Bb major, D 960",
"mc000608","musical composition","Franz Schubert","Piano Sonata in C minor, D 958",
"mc000606","musical composition","Franz Schubert","Piano Sonata in D major, D 850, Op. 53",
"mc000607","musical composition","Franz Schubert","Piano Sonata in G major, D 894, Op. 78",
"mc000713","musical composition","Franz Schubert","Piano Trio in B-flat major, D 898",
"mc000714","musical composition","Franz Schubert","Piano Trio in E-flat major, D 929",
"mc000522","musical composition","Franz Schubert","Schwanengesang, D 957",
"mc000706","musical composition","Franz Schubert","song ""Gretchen am Spinnrade""",
"mc000507","musical composition","Franz Schubert","String Quartet in A minor, D. 804",
"mc000711","musical composition","Franz Schubert","String Quartet in C minor, D703 (""Quartettsatz"")",
"mc000709","musical composition","Franz Schubert","String Quartet in D minor, D 810 (""Death and the Maiden"")",
"mc000710","musical composition","Franz Schubert","String Quartet in G major, D 887",
"mc000712","musical composition","Franz Schubert","String Quintet in C major, D 956",
"mc000702","musical composition","Franz Schubert","Symphony No. 8 in B minor, D 759 (""Unfinished"")",
"mc000703","musical composition","Franz Schubert","Symphony No. 9 in C major, D 944 (""Great"")",
"mc000594","musical composition","Robert Schumann","""Am Camin,"" Kinderszenen, Op. 15, No. 8",
"mc000590","musical composition","Robert Schumann","""Bittendes Kind,"" Kinderszenen, Op. 15, No. 4",
"mc000588","musical composition","Robert Schumann","""Curiose Geschichte,"" Kinderszenen, Op. 15, No. 2",
"mc000599","musical composition","Robert Schumann","""Der Dichter spricht,"" Kinderszenen, Op. 15, No. 13",
"mc000596","musical composition","Robert Schumann","""Fast zu ernst,"" Kinderszenen, Op. 15, No. 10",
"mc000597","musical composition","Robert Schumann","""Fürchtenmachen,"" Kinderszenen, Op. 15, No. 11",
"mc000591","musical composition","Robert Schumann","""Glückes genug,"" Kinderszenen, Op. 15, No. 5",
"mc000589","musical composition","Robert Schumann","""Hasche-Mann,"" Kinderszenen, Op. 15, No. 3",
"mc000598","musical composition","Robert Schumann","""Kind im Einschlummern,"" Kinderszenen, Op. 15, No. 12",
"mc000595","musical composition","Robert Schumann","""Ritter vom Steckenpferd,"" Kinderszenen, Op. 15, No. 9",
"mc000593","musical composition","Robert Schumann","""Träumerei,"" Kinderszenen, Op. 15, No. 7",
"mc000737","musical composition","Robert Schumann","""Traumes Wirren,"" Phantasiestücke No. 7, Op. 12, No. 7",
"mc000587","musical composition","Robert Schumann","""Von fremden Menschen und Ländern,"" Kinderszenen, Op. 15, No. 1",
"mc000592","musical composition","Robert Schumann","""Wichtige Begebenheit,"" Kinderszenen, Op. 15, No. 6",
"mc000586","musical composition","Robert Schumann","Kinderszenen, Op. 15",
"mc000716","musical composition","Robert Schumann","Kinderszenen, Op. 15",
"mc000738","musical composition","Robert Schumann","Piano Quartet in E-flat major, Op. 47",
"mc000739","musical composition","Robert Schumann","Piano Quintet in E-flat major, Op. 44",
"mc000527","musical composition","Robert Schumann","Symphonische Etüden, Op. 13",
"mc000434","musical composition","Robert Schumann","Symphony No. 1 in B-flat major (""Spring""), Op. 38",
"mc000435","musical composition","Robert Schumann","Symphony No. 2 in C major, Op. 61",
"mc000436","musical composition","Robert Schumann","Symphony No. 3 in E-flat major (""Rhenish""), Op. 97",
"mc000437","musical composition","Robert Schumann","Symphony No. 4 in D minor, Op. 120",
"mc000677","musical composition","Robert Schumann","Violin Sonata No. 2 in D minor, Op. 121",
"mc000442","musical composition","Strauss, Richard","Eine Alpensinfonie, Op. 64",
"mc000681","musical composition","Strauss, Richard","Rosenkavalier, Op. 59 (opera with libretto by Hofmannsthal)",
"mc000671","musical composition","Wagner","Das Rheingold",
"mc000657","musical composition","Wagner","Die Meistersinger",
"mc000654","musical composition","Wagner","Fliegender Holländer",
"mc000655","musical composition","Wagner","Lohengrin",
"mc000653","musical composition","Wagner","Tannhäuser",
"mc000656","musical composition","Wagner","Tristan und Isolde",
"mc000743","musical composition",,,
"mc000744","musical composition",,,
"mc000745","musical composition",,,
"mc000746","musical composition",,,
"mc000747","musical composition",,,
"mc000748","musical composition",,,
"mc000749","musical composition",,,
"mc000750","musical composition",,,
"mc000751","musical composition",,,
"mc000752","musical composition",,,
"mc000753","musical composition",,,
"mc000754","musical composition",,,
"mc000755","musical composition",,,
"mc000756","musical composition",,,
"mc000757","musical composition",,,
"mc000758","musical composition",,,
"mc000759","musical composition",,,
"mc000760","musical composition",,,
"mc000761","musical composition",,,
"mc000762","musical composition",,,
"mc000763","musical composition",,,
"mc000764","musical composition",,,
"mc000765","musical composition",,,
"mc000766","musical composition",,,
"mc000767","musical composition",,,
"mc000768","musical composition",,,
"mc000769","musical composition",,,
"mc000770","musical composition",,,
"mc000771","musical composition",,,
"mc000772","musical composition",,,
"mc000773","musical composition",,,
"mc000774","musical composition",,,
"mc000775","musical composition",,,
"mc000776","musical composition",,,
"mc000777","musical composition",,,
"mc000778","musical composition",,,
"mc000779","musical composition",,,
"mc000780","musical composition",,,
"mc000781","musical composition",,,
"mc000782","musical composition",,,
"mc000783","musical composition",,,
"mc000784","musical composition",,,
"mc000785","musical composition",,,
"mc000786","musical composition",,,
"mc000787","musical composition",,,
"mc000788","musical composition",,,
"mc000789","musical composition",,,
"mc000790","musical composition",,,
"mc000791","musical composition",,,
"mc000792","musical composition",,,
"mc000793","musical composition",,,
"mc000794","musical composition",,,
"mc000795","musical composition",,,
"mc000796","musical composition",,,
"mc000797","musical composition",,,
"mc000798","musical composition",,,
"mc000799","musical composition",,,
"mc000800","musical composition",,,
"mc000801","musical composition",,,
"mc000802","musical composition",,,
"mc000803","musical composition",,,
"mc000804","musical composition",,,
"mc000805","musical composition",,,
"mc000806","musical composition",,,
"mc000807","musical composition",,,
"mc000808","musical composition",,,
"mc000809","musical composition",,,
"mc000810","musical composition",,,
"mc000811","musical composition",,,
"mc000812","musical composition",,,
"mc000813","musical composition",,,
"mc000814","musical composition",,,
"mc000815","musical composition",,,
"mc000816","musical composition",,,
"mc000817","musical composition",,,
"mc000818","musical composition",,,
"mc000819","musical composition",,,
"mc000820","musical composition",,,
"mc000821","musical composition",,,
"mc000822","musical composition",,,
"mc000823","musical composition",,,
"mc000824","musical composition",,,
"mc000825","musical composition",,,
"mc000826","musical composition",,,
"mc000827","musical composition",,,
"mc000828","musical composition",,,
"mc000829","musical composition",,,
"mc000830","musical composition",,,
"mc000831","musical composition",,,
"mc000832","musical composition",,,
"mc000833","musical composition",,,
"mc000834","musical composition",,,
"mc000835","musical composition",,,
"mc000836","musical composition",,,
"mc000837","musical composition",,,
"mc000838","musical composition",,,
"mc000839","musical composition",,,
"mc000840","musical composition",,,
"mc000841","musical composition",,,
"mc000842","musical composition",,,
"mc000843","musical composition",,,
"mc000844","musical composition",,,
"mc000845","musical composition",,,
"mc000846","musical composition",,,
"mc000847","musical composition",,,
"mc000848","musical composition",,,
"mc000849","musical composition",,,
"mc000850","musical composition",,,
"mc000851","musical composition",,,
"mc000852","musical composition",,,
"mc000853","musical composition",,,
"mc000854","musical composition",,,
"mc000855","musical composition",,,
"mc000856","musical composition",,,
"mc000857","musical composition",,,
"mc000858","musical composition",,,
"mc000859","musical composition",,,
"mc000860","musical composition",,,
"mc000861","musical composition",,,
"mc000862","musical composition",,,
"mc000863","musical composition",,,
"mc000864","musical composition",,,
"mc000865","musical composition",,,
"mc000866","musical composition",,,
"mc000867","musical composition",,,
"mc000868","musical composition",,,
"mc000869","musical composition",,,
"mc000870","musical composition",,,
"mc000871","musical composition",,,
"mc000872","musical composition",,,
"mc000873","musical composition",,,
"mc000874","musical composition",,,
"mc000875","musical composition",,,
"mc000876","musical composition",,,
"mc000877","musical composition",,,
"mc000878","musical composition",,,
"mc000879","musical composition",,,
"mc000880","musical composition",,,
"mc000881","musical composition",,,
"mc000882","musical composition",,,
"mc000883","musical composition",,,
"mc000884","musical composition",,,
"mc000885","musical composition",,,
"mc000886","musical composition",,,
"mc000887","musical composition",,,
"mc000888","musical composition",,,
"mc000889","musical composition",,,
"mc000890","musical composition",,,
"mc000891","musical composition",,,
"mc000892","musical composition",,,
"mc000893","musical composition",,,
"mc000894","musical composition",,,
"mc000895","musical composition",,,
"mc000896","musical composition",,,
"mc000897","musical composition",,,
"mc000898","musical composition",,,
"mc000899","musical composition",,,
"mc000900","musical composition",,,
"mc000901","musical composition",,,
"mc000902","musical composition",,,
"mc000903","musical composition",,,
"mc000904","musical composition",,,
"mc000905","musical composition",,,
"mc000906","musical composition",,,
"mc000907","musical composition",,,
"mc000908","musical composition",,,
"mc000909","musical composition",,,
"mc000910","musical composition",,,
"mc000911","musical composition",,,
"mc000912","musical composition",,,
"mc000913","musical composition",,,
"mc000914","musical composition",,,
"mc000915","musical composition",,,
"mc000916","musical composition",,,
"mc000917","musical composition",,,
"mc000918","musical composition",,,
"mc000919","musical composition",,,
"mc000920","musical composition",,,
"mc000921","musical composition",,,
"mc000922","musical composition",,,
"mc000923","musical composition",,,
"mc000924","musical composition",,,
"mc000925","musical composition",,,
"mc000926","musical composition",,,
"mc000927","musical composition",,,
"mc000928","musical composition",,,
"mc000929","musical composition",,,
"mc000930","musical composition",,,
"mc000931","musical composition",,,
"mc000932","musical composition",,,
"mc000933","musical composition",,,
"mc000934","musical composition",,,
"mc000935","musical composition",,,
"mc000936","musical composition",,,
"mc000937","musical composition",,,
"mc000938","musical composition",,,
"mc000939","musical composition",,,
"mc000940","musical composition",,,
"mc000941","musical composition",,,
"mc000942","musical composition",,,
"mc000943","musical composition",,,
"mc000944","musical composition",,,
"mc000945","musical composition",,,
"mc000946","musical composition",,,
"mc000947","musical composition",,,
"mc000948","musical composition",,,
"mc000949","musical composition",,,
"mc000950","musical composition",,,
"mc000951","musical composition",,,
"mc000952","musical composition",,,
"mc000953","musical composition",,,
"mc000954","musical composition",,,
"mc000955","musical composition",,,
"mc000956","musical composition",,,
"mc000957","musical composition",,,
"mc000958","musical composition",,,
"mc000959","musical composition",,,
"mc000960","musical composition",,,
"mc000961","musical composition",,,
"mc000962","musical composition",,,
"mc000963","musical composition",,,
"mc000964","musical composition",,,
"mc000965","musical composition",,,
"mc000966","musical composition",,,
"mc000967","musical composition",,,
"mc000968","musical composition",,,
"mc000969","musical composition",,,
"mc000970","musical composition",,,
"mc000971","musical composition",,,
"mc000972","musical composition",,,
"mc000973","musical composition",,,
"mc000974","musical composition",,,
"mc000975","musical composition",,,
"mc000976","musical composition",,,
"mc000977","musical composition",,,
"mc000978","musical composition",,,
"mc000979","musical composition",,,
"mc000980","musical composition",,,
"mc000981","musical composition",,,
"mc000982","musical composition",,,
"mc000983","musical composition",,,
"mc000984","musical composition",,,
"mc000985","musical composition",,,
"mc000986","musical composition",,,
"mc000987","musical composition",,,
"mc000988","musical composition",,,
"mc000989","musical composition",,,
"mc000990","musical composition",,,
"mc000991","musical composition",,,
"mc000992","musical composition",,,
"mc000993","musical composition",,,
"mc000994","musical composition",,,
"mc000995","musical composition",,,
"mc000996","musical composition",,,
"mc000997","musical composition",,,
"mc000998","musical composition",,,
"mc000999","musical composition",,,
"mc001000","musical composition",,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
